Date ,Open ,High ,Low ,Close ,Shares Traded ,Turnover (₹ Cr)
03-JUN-2019,12061.15,12204.05,12024.8,12190.85,561032903,22606.48
04-JUN-2019,12155.8,12200.8,12108.15,12122.6,528209165,19745.19
06-JUN-2019,12141.85,12141.85,11921.1,11932.95,673613170,26137.67
07-JUN-2019,11951.65,11983,11854.25,11957.05,490196986,18786.77
10-JUN-2019,12019.5,12058.6,11959.55,12006.85,492817086,16586.2
11-JUN-2019,12042.45,12085.1,11984.1,12053.6,510749542,18892.92
12-JUN-2019,12050,12050.05,11953.25,11989.2,443050034,17418.94
13-JUN-2019,11960.05,12011.65,11897.15,11995.2,649688906,22507.39
14-JUN-2019,11991.15,11992.95,11874.8,11899.35,558562993,19544.55
17-JUN-2019,11916.4,11916.45,11729,11743,500376784,19985.01
18-JUN-2019,11748.45,11797.45,11711.85,11761.65,557132144,20579.77
19-JUN-2019,11814.05,11869.8,11686.95,11753.05,664908409,22742.7
20-JUN-2019,11718.15,11913.1,11695.15,11901.15,650015464,22794.57
21-JUN-2019,11893.6,11893.95,11783.85,11802.45,717435942,28523.61
24-JUN-2019,11807.05,11833.85,11754.15,11782.95,451400585,16084.28
25-JUN-2019,11762.4,11888.15,11732.65,11871.9,493749317,19801.89
26-JUN-2019,11844.35,11953.05,11833.55,11928.85,547609782,19178.19
27-JUN-2019,11941.9,11992.6,11912.1,11931.35,852288099,28750.47
28-JUN-2019,11951.4,11961.5,11867.9,11882.1,494739651,19245.62
01-JUL-2019,11932.85,11974.75,11925.7,11957.5,435729215,16002.36
02-JUL-2019,11983.45,12008.2,11910.7,12001.6,500301904,16310.7
03-JUL-2019,12025.2,12039.2,11981.45,12015.2,529062743,17906.98
04-JUL-2019,12027,12066.75,12022.9,12044.8,621656629,19173.07
05-JUL-2019,12063.9,12081.7,11888.6,11904.05,800017085,24446.34
08-JUL-2019,11858.7,11860.05,11613.8,11650.35,676971875,23021.27
09-JUL-2019,11626.45,11679.5,11553.45,11655.85,601945562,25198.4
10-JUL-2019,11635.5,11688,11570.45,11593.8,517327104,20892.05
11-JUL-2019,11655.4,11692.8,11613.05,11678.6,515459796,19568.64
12-JUL-2019,11697.1,11738.85,11641.45,11654.85,522356896,20756.19
15-JUL-2019,11712.65,11716.95,11634.65,11692.65,514667482,19583.3
16-JUL-2019,11698.55,11778.55,11677.15,11773.15,659503243,20335.33
17-JUL-2019,11780.6,11819.45,11762.7,11798.45,648150183,19742.39
18-JUL-2019,11787,11787.55,11688.25,11701.4,690348502,21030.04
19-JUL-2019,11736.75,11750.45,11498.95,11519.25,708959465,23834.02
22-JUL-2019,11493.8,11498,11397.8,11456.25,705728307,23740.85
23-JUL-2019,11480.85,11498.95,11408.25,11436.55,677175001,23512.99
24-JUL-2019,11429.55,11465.5,11322.8,11360.15,708854870,24019.64
25-JUL-2019,11381.75,11456.65,11339.45,11352.35,789190281,29697.55
26-JUL-2019,11350.35,11416.05,11312.75,11394.7,776989626,24346.12
29-JUL-2019,11413.85,11416.35,11252.95,11290.9,1287644420,22652.68
30-JUL-2019,11313,11367.5,11167.1,11179.55,1027842998,25177.09
31-JUL-2019,11129.45,11245.55,11089.2,11221.2,863147144,27779.96
01-AUG-2019,11164.05,11186.8,10981.95,11080.9,803068344,25245.67
02-AUG-2019,11030.05,11180.8,10944.4,11100.45,1005932582,29326.82
05-AUG-2019,11001.6,11004.4,10887.45,10970.05,791957616,24641.49
06-AUG-2019,10923,11122.4,10921.45,11058.9,826578515,25880.9
07-AUG-2019,11070.05,11090.4,10951.3,10970.55,879003009,25407.64
08-AUG-2019,11017,11169.85,10960.75,11144.15,863782500,26095.34
09-AUG-2019,11198.95,11296.6,11175.9,11222.2,887924510,26046.9
13-AUG-2019,11248,11253.2,11004.9,11027.4,1034564056,29466.84
14-AUG-2019,11096.7,11178.2,11036.1,11133.75,868086016,25506.57
16-AUG-2019,11141.95,11172.8,11029.1,11154.55,895118491,23332.94
19-AUG-2019,11200.25,11251.45,11144,11158.95,645261155,18027.94
20-AUG-2019,11169,11179.35,11083.9,11115.6,774295643,20932.05
21-AUG-2019,11119.05,11131.15,11000.75,11012,868735164,20896.08
22-AUG-2019,10999.1,11001.8,10815.45,10836.85,1109590806,23878.59
23-AUG-2019,10797.25,10958.95,10730.9,10925.9,1072172091,25729.56
26-AUG-2019,11098.75,11164.05,10852.45,11152.65,1147522062,27569.8
27-AUG-2019,11201.8,11249.35,11154.5,11213.7,1202290996,37681.31
28-AUG-2019,11212.85,11239.25,11096.7,11154.55,912210588,21010.36
29-AUG-2019,11107.6,11135.85,11034.3,11069.3,989250934,23992.56
30-AUG-2019,11110.1,11174.35,11002.2,11155.1,971311298,26138.2
03-SEP-2019,11092.1,11098.1,10900.45,10925.2,722969994,21112.26
04-SEP-2019,10919.95,10977.05,10861.95,10964.3,776602270,23428.9
05-SEP-2019,10983.05,11043.25,10945.8,10975,842545723,22153.36
06-SEP-2019,11011.5,11078.25,10989.5,11068.15,756179287,21658.81
09-SEP-2019,11059.35,11147.7,11015.3,11122.95,616866329,17659.13
11-SEP-2019,11147.9,11179.05,11129.45,11161.65,1042362202,25844.35
12-SEP-2019,11185.5,11212.3,11096.45,11113.5,859345190,21580.36
13-SEP-2019,11122,11213.65,11071.1,11205.1,929292369,22313.99
16-SEP-2019,11123.9,11186.55,11100.65,11139.85,650416707,19764.77
17-SEP-2019,11137.15,11137.15,10931.55,10951.55,851220149,22055.91
18-SEP-2019,11007.9,11020,10938.25,10980.8,798888585,20215.8
